freq (Hz),output noise; A / sqrt(Hz) a 1 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 20  (A / sqrt(Hz))
181.970E6,18.7882E-12,27.1434E-12,39.2387E-12,47.4653E-12,43.2513E-12,38.3979E-12,34.5899E-12,32.2838E-12,31.1068E-12,30.5030E-12,30.1441E-12,29.8928E-12,29.6946E-12,29.5264E-12,29.3777E-12,29.2427E-12,29.1184E-12,29.0030E-12,28.8949E-12,28.7934E-12,27.3966E-12,43.3761E-12,70.0708E-12,85.7941E-12,78.3213E-12,68.9118E-12,61.2370E-12,56.5022E-12,54.0908E-12,52.8810E-12,52.1867E-12,51.7172E-12,51.3571E-12,51.0576E-12,50.7961E-12,50.5609E-12,50.3457E-12,50.1464E-12,49.9605E-12,49.7861E-12,34.3689E-12,57.6509E-12,100.410E-12,122.090E-12,112.004E-12,98.4327E-12,87.0971E-12,80.0365E-12,76.4421E-12,74.6534E-12,73.6401E-12,72.9644E-12,72.4521E-12,72.0293E-12,71.6621E-12,71.3329E-12,71.0323E-12,70.7542E-12,70.4950E-12,70.2519E-12,40.4983E-12,70.7951E-12,130.691E-12,156.681E-12,144.526E-12,127.171E-12,112.404E-12,103.149E-12,98.4400E-12,96.1069E-12,94.7942E-12,93.9252E-12,93.2699E-12,92.7314E-12,92.2645E-12,91.8467E-12,91.4652E-12,91.1124E-12,90.7835E-12,90.4750E-12,46.0931E-12,83.1852E-12,161.025E-12,189.760E-12,175.992E-12,155.200E-12,137.226E-12,125.910E-12,120.159E-12,117.317E-12,115.725E-12,114.675E-12,113.886E-12,113.239E-12,112.678E-12,112.177E-12,111.719E-12,111.295E-12,110.899E-12,110.528E-12
186.209E6,18.7882E-12,27.1425E-12,39.2365E-12,47.4646E-12,43.2512E-12,38.3978E-12,34.5899E-12,32.2837E-12,31.1068E-12,30.5030E-12,30.1441E-12,29.8928E-12,29.6946E-12,29.5264E-12,29.3776E-12,29.2427E-12,29.1184E-12,29.0029E-12,28.8949E-12,28.7934E-12,27.3965E-12,43.3743E-12,70.0660E-12,85.7922E-12,78.3207E-12,68.9116E-12,61.2368E-12,56.5021E-12,54.0907E-12,52.8810E-12,52.1866E-12,51.7171E-12,51.3570E-12,51.0575E-12,50.7960E-12,50.5608E-12,50.3456E-12,50.1463E-12,49.9604E-12,49.7859E-12,34.3688E-12,57.6482E-12,100.402E-12,122.087E-12,112.003E-12,98.4320E-12,87.0967E-12,80.0362E-12,76.4419E-12,74.6532E-12,73.6399E-12,72.9642E-12,72.4518E-12,72.0290E-12,71.6618E-12,71.3326E-12,71.0320E-12,70.7539E-12,70.4946E-12,70.2516E-12,40.4982E-12,70.7915E-12,130.680E-12,156.676E-12,144.523E-12,127.169E-12,112.403E-12,103.148E-12,98.4394E-12,96.1064E-12,94.7937E-12,93.9247E-12,93.2694E-12,92.7308E-12,92.2639E-12,91.8461E-12,91.4645E-12,91.1117E-12,90.7827E-12,90.4742E-12,46.0929E-12,83.1809E-12,161.011E-12,189.752E-12,175.988E-12,155.198E-12,137.224E-12,125.909E-12,120.158E-12,117.316E-12,115.724E-12,114.674E-12,113.885E-12,113.238E-12,112.677E-12,112.176E-12,111.717E-12,111.293E-12,110.898E-12,110.527E-12
190.546E6,18.7881E-12,27.1416E-12,39.2342E-12,47.4638E-12,43.2510E-12,38.3977E-12,34.5899E-12,32.2837E-12,31.1067E-12,30.5030E-12,30.1441E-12,29.8928E-12,29.6946E-12,29.5264E-12,29.3776E-12,29.2427E-12,29.1184E-12,29.0029E-12,28.8949E-12,28.7933E-12,27.3964E-12,43.3724E-12,70.0610E-12,85.7902E-12,78.3201E-12,68.9113E-12,61.2367E-12,56.5020E-12,54.0906E-12,52.8809E-12,52.1865E-12,51.7170E-12,51.3569E-12,51.0574E-12,50.7959E-12,50.5607E-12,50.3455E-12,50.1462E-12,49.9602E-12,49.7858E-12,34.3687E-12,57.6453E-12,100.394E-12,122.083E-12,112.002E-12,98.4313E-12,87.0963E-12,80.0359E-12,76.4416E-12,74.6529E-12,73.6396E-12,72.9639E-12,72.4515E-12,72.0288E-12,71.6615E-12,71.3323E-12,71.0316E-12,70.7536E-12,70.4943E-12,70.2512E-12,40.4980E-12,70.7878E-12,130.669E-12,156.670E-12,144.521E-12,127.168E-12,112.402E-12,103.147E-12,98.4389E-12,96.1059E-12,94.7932E-12,93.9241E-12,93.2688E-12,92.7302E-12,92.2633E-12,91.8454E-12,91.4638E-12,91.1110E-12,90.7820E-12,90.4734E-12,46.0927E-12,83.1763E-12,160.997E-12,189.743E-12,175.984E-12,155.195E-12,137.223E-12,125.908E-12,120.157E-12,117.315E-12,115.723E-12,114.673E-12,113.884E-12,113.237E-12,112.676E-12,112.174E-12,111.716E-12,111.292E-12,110.897E-12,110.525E-12
194.984E6,18.7880E-12,27.1406E-12,39.2318E-12,47.4630E-12,43.2508E-12,38.3977E-12,34.5898E-12,32.2837E-12,31.1067E-12,30.5029E-12,30.1441E-12,29.8928E-12,29.6945E-12,29.5264E-12,29.3776E-12,29.2426E-12,29.1184E-12,29.0029E-12,28.8948E-12,28.7933E-12,27.3963E-12,43.3703E-12,70.0558E-12,85.7881E-12,78.3195E-12,68.9110E-12,61.2365E-12,56.5019E-12,54.0905E-12,52.8808E-12,52.1864E-12,51.7169E-12,51.3568E-12,51.0573E-12,50.7958E-12,50.5606E-12,50.3454E-12,50.1460E-12,49.9601E-12,49.7857E-12,34.3685E-12,57.6423E-12,100.386E-12,122.079E-12,112.000E-12,98.4305E-12,87.0958E-12,80.0356E-12,76.4414E-12,74.6527E-12,73.6394E-12,72.9637E-12,72.4513E-12,72.0285E-12,71.6612E-12,71.3320E-12,71.0313E-12,70.7532E-12,70.4939E-12,70.2508E-12,40.4978E-12,70.7839E-12,130.658E-12,156.664E-12,144.518E-12,127.166E-12,112.401E-12,103.147E-12,98.4383E-12,96.1053E-12,94.7926E-12,93.9235E-12,93.2682E-12,92.7295E-12,92.2626E-12,91.8447E-12,91.4631E-12,91.1102E-12,90.7811E-12,90.4725E-12,46.0925E-12,83.1715E-12,160.982E-12,189.734E-12,175.979E-12,155.192E-12,137.221E-12,125.907E-12,120.155E-12,117.314E-12,115.722E-12,114.672E-12,113.883E-12,113.236E-12,112.675E-12,112.173E-12,111.715E-12,111.291E-12,110.895E-12,110.524E-12
199.526E6,18.7880E-12,27.1396E-12,39.2293E-12,47.4622E-12,43.2506E-12,38.3976E-12,34.5898E-12,32.2837E-12,31.1067E-12,30.5029E-12,30.1441E-12,29.8928E-12,29.6945E-12,29.5264E-12,29.3776E-12,29.2426E-12,29.1184E-12,29.0029E-12,28.8948E-12,28.7933E-12,27.3962E-12,43.3682E-12,70.0503E-12,85.7860E-12,78.3188E-12,68.9107E-12,61.2364E-12,56.5017E-12,54.0904E-12,52.8807E-12,52.1863E-12,51.7168E-12,51.3567E-12,51.0572E-12,50.7957E-12,50.5605E-12,50.3452E-12,50.1459E-12,49.9600E-12,49.7855E-12,34.3684E-12,57.6392E-12,100.377E-12,122.075E-12,111.999E-12,98.4297E-12,87.0953E-12,80.0353E-12,76.4411E-12,74.6524E-12,73.6391E-12,72.9634E-12,72.4510E-12,72.0282E-12,71.6609E-12,71.3317E-12,71.0309E-12,70.7528E-12,70.4935E-12,70.2504E-12,40.4977E-12,70.7798E-12,130.646E-12,156.657E-12,144.515E-12,127.165E-12,112.400E-12,103.146E-12,98.4377E-12,96.1047E-12,94.7920E-12,93.9229E-12,93.2675E-12,92.7289E-12,92.2619E-12,91.8439E-12,91.4623E-12,91.1094E-12,90.7803E-12,90.4716E-12,46.0923E-12,83.1666E-12,160.967E-12,189.725E-12,175.974E-12,155.190E-12,137.219E-12,125.906E-12,120.154E-12,117.313E-12,115.721E-12,114.671E-12,113.882E-12,113.234E-12,112.674E-12,112.172E-12,111.713E-12,111.289E-12,110.894E-12,110.522E-12
204.174E6,18.7879E-12,27.1385E-12,39.2267E-12,47.4613E-12,43.2505E-12,38.3975E-12,34.5898E-12,32.2837E-12,31.1067E-12,30.5029E-12,30.1441E-12,29.8927E-12,29.6945E-12,29.5264E-12,29.3776E-12,29.2426E-12,29.1183E-12,29.0028E-12,28.8948E-12,28.7933E-12,27.3962E-12,43.3660E-12,70.0446E-12,85.7837E-12,78.3181E-12,68.9104E-12,61.2362E-12,56.5016E-12,54.0903E-12,52.8806E-12,52.1862E-12,51.7167E-12,51.3566E-12,51.0571E-12,50.7956E-12,50.5604E-12,50.3451E-12,50.1458E-12,49.9598E-12,49.7854E-12,34.3683E-12,57.6359E-12,100.369E-12,122.071E-12,111.997E-12,98.4289E-12,87.0949E-12,80.0349E-12,76.4408E-12,74.6521E-12,73.6388E-12,72.9631E-12,72.4507E-12,72.0278E-12,71.6605E-12,71.3313E-12,71.0306E-12,70.7524E-12,70.4931E-12,70.2499E-12,40.4975E-12,70.7755E-12,130.634E-12,156.651E-12,144.512E-12,127.163E-12,112.399E-12,103.145E-12,98.4370E-12,96.1041E-12,94.7914E-12,93.9223E-12,93.2669E-12,92.7281E-12,92.2612E-12,91.8432E-12,91.4615E-12,91.1085E-12,90.7794E-12,90.4707E-12,46.0921E-12,83.1613E-12,160.950E-12,189.715E-12,175.969E-12,155.187E-12,137.217E-12,125.904E-12,120.153E-12,117.312E-12,115.720E-12,114.670E-12,113.880E-12,113.233E-12,112.672E-12,112.170E-12,111.712E-12,111.288E-12,110.892E-12,110.520E-12
208.930E6,18.7879E-12,27.1374E-12,39.2240E-12,47.4604E-12,43.2503E-12,38.3975E-12,34.5897E-12,32.2836E-12,31.1067E-12,30.5029E-12,30.1441E-12,29.8927E-12,29.6945E-12,29.5263E-12,29.3775E-12,29.2426E-12,29.1183E-12,29.0028E-12,28.8948E-12,28.7932E-12,27.3961E-12,43.3637E-12,70.0386E-12,85.7813E-12,78.3174E-12,68.9101E-12,61.2360E-12,56.5015E-12,54.0902E-12,52.8805E-12,52.1861E-12,51.7166E-12,51.3565E-12,51.0570E-12,50.7954E-12,50.5602E-12,50.3450E-12,50.1456E-12,49.9597E-12,49.7852E-12,34.3682E-12,57.6325E-12,100.359E-12,122.067E-12,111.995E-12,98.4281E-12,87.0943E-12,80.0346E-12,76.4405E-12,74.6518E-12,73.6385E-12,72.9628E-12,72.4503E-12,72.0275E-12,71.6602E-12,71.3309E-12,71.0302E-12,70.7520E-12,70.4927E-12,70.2495E-12,40.4974E-12,70.7711E-12,130.621E-12,156.644E-12,144.509E-12,127.161E-12,112.398E-12,103.145E-12,98.4364E-12,96.1035E-12,94.7908E-12,93.9216E-12,93.2662E-12,92.7274E-12,92.2604E-12,91.8423E-12,91.4606E-12,91.1076E-12,90.7785E-12,90.4697E-12,46.0919E-12,83.1559E-12,160.933E-12,189.705E-12,175.964E-12,155.184E-12,137.216E-12,125.903E-12,120.152E-12,117.311E-12,115.718E-12,114.668E-12,113.879E-12,113.232E-12,112.671E-12,112.169E-12,111.710E-12,111.286E-12,110.890E-12,110.519E-12
213.796E6,18.7878E-12,27.1363E-12,39.2211E-12,47.4595E-12,43.2500E-12,38.3974E-12,34.5897E-12,32.2836E-12,31.1067E-12,30.5029E-12,30.1440E-12,29.8927E-12,29.6945E-12,29.5263E-12,29.3775E-12,29.2426E-12,29.1183E-12,29.0028E-12,28.8947E-12,28.7932E-12,27.3960E-12,43.3613E-12,70.0324E-12,85.7788E-12,78.3166E-12,68.9097E-12,61.2358E-12,56.5014E-12,54.0901E-12,52.8804E-12,52.1860E-12,51.7165E-12,51.3564E-12,51.0569E-12,50.7953E-12,50.5601E-12,50.3448E-12,50.1455E-12,49.9595E-12,49.7851E-12,34.3681E-12,57.6289E-12,100.349E-12,122.062E-12,111.993E-12,98.4271E-12,87.0938E-12,80.0342E-12,76.4402E-12,74.6515E-12,73.6382E-12,72.9625E-12,72.4500E-12,72.0272E-12,71.6598E-12,71.3305E-12,71.0298E-12,70.7516E-12,70.4922E-12,70.2490E-12,40.4972E-12,70.7664E-12,130.607E-12,156.636E-12,144.505E-12,127.159E-12,112.397E-12,103.144E-12,98.4357E-12,96.1028E-12,94.7901E-12,93.9209E-12,93.2654E-12,92.7266E-12,92.2596E-12,91.8415E-12,91.4597E-12,91.1067E-12,90.7775E-12,90.4687E-12,46.0918E-12,83.1502E-12,160.915E-12,189.694E-12,175.958E-12,155.180E-12,137.214E-12,125.901E-12,120.151E-12,117.309E-12,115.717E-12,114.667E-12,113.878E-12,113.230E-12,112.669E-12,112.167E-12,111.709E-12,111.284E-12,110.888E-12,110.517E-12
218.776E6,18.7878E-12,27.1351E-12,39.2181E-12,47.4585E-12,43.2498E-12,38.3973E-12,34.5897E-12,32.2836E-12,31.1066E-12,30.5029E-12,30.1440E-12,29.8927E-12,29.6944E-12,29.5263E-12,29.3775E-12,29.2425E-12,29.1183E-12,29.0028E-12,28.8947E-12,28.7932E-12,27.3959E-12,43.3588E-12,70.0258E-12,85.7762E-12,78.3158E-12,68.9094E-12,61.2356E-12,56.5012E-12,54.0900E-12,52.8803E-12,52.1859E-12,51.7164E-12,51.3563E-12,51.0568E-12,50.7952E-12,50.5600E-12,50.3447E-12,50.1453E-12,49.9593E-12,49.7849E-12,34.3680E-12,57.6251E-12,100.339E-12,122.057E-12,111.992E-12,98.4262E-12,87.0933E-12,80.0338E-12,76.4398E-12,74.6512E-12,73.6379E-12,72.9621E-12,72.4497E-12,72.0268E-12,71.6594E-12,71.3301E-12,71.0293E-12,70.7511E-12,70.4917E-12,70.2485E-12,40.4971E-12,70.7615E-12,130.593E-12,156.629E-12,144.502E-12,127.157E-12,112.396E-12,103.143E-12,98.4349E-12,96.1021E-12,94.7894E-12,93.9201E-12,93.2647E-12,92.7258E-12,92.2587E-12,91.8406E-12,91.4588E-12,91.1057E-12,90.7764E-12,90.4676E-12,46.0916E-12,83.1443E-12,160.897E-12,189.683E-12,175.952E-12,155.177E-12,137.211E-12,125.900E-12,120.149E-12,117.308E-12,115.716E-12,114.666E-12,113.876E-12,113.229E-12,112.668E-12,112.165E-12,111.707E-12,111.282E-12,110.886E-12,110.515E-12
223.872E6,18.7877E-12,27.1338E-12,39.2149E-12,47.4574E-12,43.2496E-12,38.3973E-12,34.5896E-12,32.2836E-12,31.1066E-12,30.5028E-12,30.1440E-12,29.8927E-12,29.6944E-12,29.5263E-12,29.3775E-12,29.2425E-12,29.1182E-12,29.0027E-12,28.8947E-12,28.7931E-12,27.3958E-12,43.3561E-12,70.0190E-12,85.7735E-12,78.3150E-12,68.9090E-12,61.2354E-12,56.5011E-12,54.0899E-12,52.8802E-12,52.1858E-12,51.7163E-12,51.3562E-12,51.0566E-12,50.7950E-12,50.5598E-12,50.3445E-12,50.1452E-12,49.9592E-12,49.7847E-12,34.3679E-12,57.6212E-12,100.328E-12,122.052E-12,111.990E-12,98.4252E-12,87.0927E-12,80.0334E-12,76.4395E-12,74.6509E-12,73.6375E-12,72.9618E-12,72.4493E-12,72.0264E-12,71.6590E-12,71.3297E-12,71.0289E-12,70.7506E-12,70.4912E-12,70.2480E-12,40.4970E-12,70.7564E-12,130.578E-12,156.621E-12,144.498E-12,127.155E-12,112.394E-12,103.142E-12,98.4342E-12,96.1014E-12,94.7886E-12,93.9194E-12,93.2639E-12,92.7250E-12,92.2579E-12,91.8397E-12,91.4578E-12,91.1047E-12,90.7754E-12,90.4665E-12,46.0914E-12,83.1380E-12,160.877E-12,189.671E-12,175.946E-12,155.174E-12,137.209E-12,125.898E-12,120.148E-12,117.307E-12,115.714E-12,114.664E-12,113.875E-12,113.227E-12,112.666E-12,112.164E-12,111.705E-12,111.281E-12,110.884E-12,110.513E-12
229.087E6,18.7877E-12,27.1325E-12,39.2116E-12,47.4564E-12,43.2494E-12,38.3972E-12,34.5896E-12,32.2835E-12,31.1066E-12,30.5028E-12,30.1440E-12,29.8926E-12,29.6944E-12,29.5262E-12,29.3774E-12,29.2425E-12,29.1182E-12,29.0027E-12,28.8946E-12,28.7931E-12,27.3958E-12,43.3534E-12,70.0118E-12,85.7706E-12,78.3141E-12,68.9086E-12,61.2352E-12,56.5009E-12,54.0898E-12,52.8801E-12,52.1857E-12,51.7162E-12,51.3560E-12,51.0565E-12,50.7949E-12,50.5597E-12,50.3444E-12,50.1450E-12,49.9590E-12,49.7845E-12,34.3678E-12,57.6172E-12,100.317E-12,122.047E-12,111.988E-12,98.4242E-12,87.0921E-12,80.0330E-12,76.4391E-12,74.6505E-12,73.6372E-12,72.9614E-12,72.4489E-12,72.0260E-12,71.6586E-12,71.3293E-12,71.0284E-12,70.7502E-12,70.4907E-12,70.2474E-12,40.4968E-12,70.7511E-12,130.562E-12,156.612E-12,144.494E-12,127.153E-12,112.393E-12,103.141E-12,98.4334E-12,96.1006E-12,94.7878E-12,93.9186E-12,93.2630E-12,92.7241E-12,92.2569E-12,91.8387E-12,91.4568E-12,91.1036E-12,90.7742E-12,90.4653E-12,46.0912E-12,83.1315E-12,160.856E-12,189.658E-12,175.940E-12,155.170E-12,137.207E-12,125.896E-12,120.146E-12,117.305E-12,115.713E-12,114.663E-12,113.873E-12,113.226E-12,112.664E-12,112.162E-12,111.703E-12,111.279E-12,110.882E-12,110.511E-12
234.423E6,18.7876E-12,27.1311E-12,39.2082E-12,47.4552E-12,43.2491E-12,38.3971E-12,34.5895E-12,32.2835E-12,31.1066E-12,30.5028E-12,30.1440E-12,29.8926E-12,29.6944E-12,29.5262E-12,29.3774E-12,29.2425E-12,29.1182E-12,29.0027E-12,28.8946E-12,28.7931E-12,27.3957E-12,43.3505E-12,70.0043E-12,85.7676E-12,78.3132E-12,68.9082E-12,61.2350E-12,56.5008E-12,54.0896E-12,52.8799E-12,52.1856E-12,51.7160E-12,51.3559E-12,51.0563E-12,50.7947E-12,50.5595E-12,50.3442E-12,50.1448E-12,49.9588E-12,49.7843E-12,34.3677E-12,57.6129E-12,100.305E-12,122.042E-12,111.985E-12,98.4231E-12,87.0914E-12,80.0325E-12,76.4387E-12,74.6501E-12,73.6368E-12,72.9610E-12,72.4485E-12,72.0256E-12,71.6581E-12,71.3288E-12,71.0279E-12,70.7496E-12,70.4902E-12,70.2469E-12,40.4967E-12,70.7456E-12,130.546E-12,156.603E-12,144.490E-12,127.151E-12,112.392E-12,103.140E-12,98.4325E-12,96.0998E-12,94.7870E-12,93.9177E-12,93.2621E-12,92.7232E-12,92.2560E-12,91.8377E-12,91.4557E-12,91.1025E-12,90.7731E-12,90.4640E-12,46.0911E-12,83.1247E-12,160.835E-12,189.646E-12,175.933E-12,155.166E-12,137.204E-12,125.895E-12,120.145E-12,117.304E-12,115.711E-12,114.661E-12,113.872E-12,113.224E-12,112.663E-12,112.160E-12,111.701E-12,111.276E-12,110.880E-12,110.508E-12
239.883E6,18.7876E-12,27.1297E-12,39.2046E-12,47.4540E-12,43.2489E-12,38.3970E-12,34.5895E-12,32.2835E-12,31.1065E-12,30.5028E-12,30.1439E-12,29.8926E-12,29.6944E-12,29.5262E-12,29.3774E-12,29.2424E-12,29.1182E-12,29.0026E-12,28.8946E-12,28.7930E-12,27.3956E-12,43.3475E-12,69.9964E-12,85.7645E-12,78.3122E-12,68.9078E-12,61.2347E-12,56.5006E-12,54.0895E-12,52.8798E-12,52.1854E-12,51.7159E-12,51.3557E-12,51.0562E-12,50.7946E-12,50.5593E-12,50.3440E-12,50.1446E-12,49.9586E-12,49.7841E-12,34.3676E-12,57.6084E-12,100.293E-12,122.036E-12,111.983E-12,98.4220E-12,87.0907E-12,80.0320E-12,76.4383E-12,74.6497E-12,73.6364E-12,72.9606E-12,72.4481E-12,72.0251E-12,71.6577E-12,71.3283E-12,71.0274E-12,70.7491E-12,70.4896E-12,70.2463E-12,40.4966E-12,70.7398E-12,130.529E-12,156.594E-12,144.486E-12,127.149E-12,112.390E-12,103.139E-12,98.4317E-12,96.0989E-12,94.7862E-12,93.9168E-12,93.2612E-12,92.7222E-12,92.2549E-12,91.8366E-12,91.4546E-12,91.1013E-12,90.7718E-12,90.4627E-12,46.0909E-12,83.1176E-12,160.812E-12,189.632E-12,175.926E-12,155.162E-12,137.202E-12,125.893E-12,120.143E-12,117.302E-12,115.710E-12,114.660E-12,113.870E-12,113.222E-12,112.661E-12,112.158E-12,111.699E-12,111.274E-12,110.878E-12,110.506E-12
