freq (Hz),output noise; A / sqrt(Hz) b 8 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 4  (A / sqrt(Hz))
19.9526E3,26.7776E-12,33.3236E-12,43.1304E-12,57.4271E-12,77.6140E-12,25.8885E-12,31.7341E-12,40.4976E-12,53.4671E-12,72.1072E-12,25.5106E-12,31.2859E-12,39.9295E-12,52.7217E-12,71.1762E-12,25.2329E-12,30.9873E-12,39.5955E-12,52.3391E-12,70.7235E-12,25.0139E-12,30.7555E-12,39.3434E-12,52.0552E-12,70.3946E-12,24.8365E-12,30.5681E-12,39.1410E-12,51.8299E-12,70.1320E-12,24.6901E-12,30.4132E-12,38.9742E-12,51.6321E-12,69.9147E-12,24.5673E-12,30.2832E-12,38.8339E-12,51.4740E-12,69.7313E-12,24.4630E-12,30.1724E-12,38.7147E-12,51.3390E-12,69.5745E-12
20.4174E3,26.7726E-12,33.3207E-12,43.1287E-12,57.4259E-12,77.6128E-12,25.8840E-12,31.7315E-12,40.4961E-12,53.4661E-12,72.1064E-12,25.5060E-12,31.2834E-12,39.9281E-12,52.7207E-12,71.1755E-12,25.2283E-12,30.9847E-12,39.5941E-12,52.3381E-12,70.7227E-12,25.0092E-12,30.7529E-12,39.3419E-12,52.0543E-12,70.3940E-12,24.8318E-12,30.5655E-12,39.1395E-12,51.8290E-12,70.1313E-12,24.6853E-12,30.4106E-12,38.9727E-12,51.6312E-12,69.9140E-12,24.5626E-12,30.2806E-12,38.8325E-12,51.4731E-12,69.7306E-12,24.4583E-12,30.1698E-12,38.7132E-12,51.3381E-12,69.5738E-12
20.8930E3,26.7677E-12,33.3179E-12,43.1270E-12,57.4247E-12,77.6116E-12,25.8795E-12,31.7290E-12,40.4947E-12,53.4652E-12,72.1056E-12,25.5015E-12,31.2809E-12,39.9266E-12,52.7198E-12,71.1747E-12,25.2238E-12,30.9822E-12,39.5926E-12,52.3372E-12,70.7221E-12,25.0047E-12,30.7504E-12,39.3405E-12,52.0534E-12,70.3933E-12,24.8272E-12,30.5630E-12,39.1381E-12,51.8281E-12,70.1307E-12,24.6807E-12,30.4081E-12,38.9713E-12,51.6303E-12,69.9134E-12,24.5579E-12,30.2780E-12,38.8310E-12,51.4722E-12,69.7300E-12,24.4536E-12,30.1672E-12,38.7118E-12,51.3372E-12,69.5732E-12
21.3796E3,26.7629E-12,33.3151E-12,43.1253E-12,57.4235E-12,77.6104E-12,25.8751E-12,31.7266E-12,40.4933E-12,53.4643E-12,72.1048E-12,25.4971E-12,31.2784E-12,39.9252E-12,52.7189E-12,71.1740E-12,25.2193E-12,30.9798E-12,39.5913E-12,52.3364E-12,70.7214E-12,25.0002E-12,30.7479E-12,39.3391E-12,52.0525E-12,70.3926E-12,24.8227E-12,30.5605E-12,39.1367E-12,51.8272E-12,70.1300E-12,24.6762E-12,30.4056E-12,38.9699E-12,51.6294E-12,69.9127E-12,24.5534E-12,30.2755E-12,38.8296E-12,51.4713E-12,69.7294E-12,24.4490E-12,30.1647E-12,38.7103E-12,51.3363E-12,69.5725E-12
21.8776E3,26.7581E-12,33.3124E-12,43.1237E-12,57.4224E-12,77.6092E-12,25.8708E-12,31.7242E-12,40.4919E-12,53.4633E-12,72.1040E-12,25.4928E-12,31.2761E-12,39.9239E-12,52.7181E-12,71.1733E-12,25.2150E-12,30.9774E-12,39.5899E-12,52.3355E-12,70.7207E-12,24.9958E-12,30.7455E-12,39.3378E-12,52.0516E-12,70.3920E-12,24.8183E-12,30.5581E-12,39.1353E-12,51.8263E-12,70.1294E-12,24.6718E-12,30.4032E-12,38.9685E-12,51.6286E-12,69.9121E-12,24.5489E-12,30.2731E-12,38.8283E-12,51.4704E-12,69.7287E-12,24.4446E-12,30.1623E-12,38.7090E-12,51.3355E-12,69.5719E-12
22.3872E3,26.7535E-12,33.3097E-12,43.1221E-12,57.4212E-12,77.6080E-12,25.8666E-12,31.7219E-12,40.4906E-12,53.4625E-12,72.1033E-12,25.4886E-12,31.2737E-12,39.9226E-12,52.7172E-12,71.1727E-12,25.2108E-12,30.9750E-12,39.5886E-12,52.3347E-12,70.7201E-12,24.9916E-12,30.7432E-12,39.3364E-12,52.0508E-12,70.3914E-12,24.8140E-12,30.5557E-12,39.1340E-12,51.8255E-12,70.1288E-12,24.6674E-12,30.4008E-12,38.9672E-12,51.6277E-12,69.9115E-12,24.5446E-12,30.2707E-12,38.8269E-12,51.4696E-12,69.7281E-12,24.4402E-12,30.1599E-12,38.7076E-12,51.3347E-12,69.5713E-12
22.9087E3,26.7490E-12,33.3071E-12,43.1206E-12,57.4201E-12,77.6069E-12,25.8625E-12,31.7196E-12,40.4892E-12,53.4616E-12,72.1025E-12,25.4845E-12,31.2715E-12,39.9213E-12,52.7164E-12,71.1720E-12,25.2066E-12,30.9727E-12,39.5873E-12,52.3338E-12,70.7194E-12,24.9874E-12,30.7409E-12,39.3351E-12,52.0500E-12,70.3907E-12,24.8098E-12,30.5534E-12,39.1327E-12,51.8247E-12,70.1282E-12,24.6632E-12,30.3985E-12,38.9659E-12,51.6269E-12,69.9109E-12,24.5403E-12,30.2684E-12,38.8256E-12,51.4688E-12,69.7275E-12,24.4359E-12,30.1575E-12,38.7063E-12,51.3338E-12,69.5707E-12
23.4423E3,26.7447E-12,33.3046E-12,43.1191E-12,57.4191E-12,77.6058E-12,25.8585E-12,31.7174E-12,40.4880E-12,53.4607E-12,72.1018E-12,25.4805E-12,31.2693E-12,39.9200E-12,52.7156E-12,71.1713E-12,25.2026E-12,30.9705E-12,39.5860E-12,52.3330E-12,70.7188E-12,24.9833E-12,30.7386E-12,39.3339E-12,52.0492E-12,70.3901E-12,24.8057E-12,30.5512E-12,39.1314E-12,51.8239E-12,70.1276E-12,24.6591E-12,30.3962E-12,38.9646E-12,51.6261E-12,69.9103E-12,24.5362E-12,30.2661E-12,38.8243E-12,51.4680E-12,69.7270E-12,24.4318E-12,30.1553E-12,38.7050E-12,51.3330E-12,69.5701E-12
23.9883E3,26.7404E-12,33.3022E-12,43.1176E-12,57.4180E-12,77.6048E-12,25.8546E-12,31.7152E-12,40.4867E-12,53.4599E-12,72.1011E-12,25.4766E-12,31.2671E-12,39.9188E-12,52.7148E-12,71.1707E-12,25.1986E-12,30.9683E-12,39.5848E-12,52.3322E-12,70.7182E-12,24.9793E-12,30.7365E-12,39.3326E-12,52.0484E-12,70.3896E-12,24.8017E-12,30.5490E-12,39.1302E-12,51.8231E-12,70.1270E-12,24.6550E-12,30.3940E-12,38.9633E-12,51.6254E-12,69.9097E-12,24.5321E-12,30.2639E-12,38.8231E-12,51.4672E-12,69.7264E-12,24.4277E-12,30.1530E-12,38.7038E-12,51.3323E-12,69.5696E-12
24.5471E3,26.7362E-12,33.2997E-12,43.1162E-12,57.4170E-12,77.6037E-12,25.8508E-12,31.7131E-12,40.4855E-12,53.4591E-12,72.1004E-12,25.4727E-12,31.2650E-12,39.9175E-12,52.7140E-12,71.1701E-12,25.1948E-12,30.9662E-12,39.5836E-12,52.3315E-12,70.7176E-12,24.9754E-12,30.7343E-12,39.3314E-12,52.0476E-12,70.3890E-12,24.7977E-12,30.5468E-12,39.1289E-12,51.8223E-12,70.1264E-12,24.6511E-12,30.3918E-12,38.9621E-12,51.6246E-12,69.9092E-12,24.5282E-12,30.2617E-12,38.8218E-12,51.4665E-12,69.7259E-12,24.4237E-12,30.1508E-12,38.7025E-12,51.3315E-12,69.5690E-12
25.1189E3,26.7321E-12,33.2974E-12,43.1148E-12,57.4160E-12,77.6027E-12,25.8471E-12,31.7110E-12,40.4843E-12,53.4583E-12,72.0997E-12,25.4690E-12,31.2629E-12,39.9164E-12,52.7132E-12,71.1695E-12,25.1910E-12,30.9641E-12,39.5824E-12,52.3307E-12,70.7171E-12,24.9716E-12,30.7322E-12,39.3302E-12,52.0469E-12,70.3884E-12,24.7939E-12,30.5447E-12,39.1278E-12,51.8216E-12,70.1259E-12,24.6472E-12,30.3897E-12,38.9609E-12,51.6239E-12,69.9086E-12,24.5243E-12,30.2596E-12,38.8206E-12,51.4657E-12,69.7253E-12,24.4198E-12,30.1487E-12,38.7013E-12,51.3308E-12,69.5685E-12
25.7040E3,26.7281E-12,33.2951E-12,43.1134E-12,57.4150E-12,77.6017E-12,25.8434E-12,31.7090E-12,40.4831E-12,53.4575E-12,72.0990E-12,25.4653E-12,31.2609E-12,39.9152E-12,52.7125E-12,71.1689E-12,25.1873E-12,30.9621E-12,39.5812E-12,52.3300E-12,70.7165E-12,24.9679E-12,30.7302E-12,39.3291E-12,52.0462E-12,70.3879E-12,24.7902E-12,30.5427E-12,39.1266E-12,51.8209E-12,70.1254E-12,24.6435E-12,30.3877E-12,38.9597E-12,51.6231E-12,69.9081E-12,24.5205E-12,30.2575E-12,38.8195E-12,51.4650E-12,69.7248E-12,24.4160E-12,30.1466E-12,38.7002E-12,51.3300E-12,69.5680E-12
26.3027E3,26.7241E-12,33.2928E-12,43.1120E-12,57.4140E-12,77.6007E-12,25.8399E-12,31.7070E-12,40.4820E-12,53.4568E-12,72.0984E-12,25.4618E-12,31.2589E-12,39.9141E-12,52.7118E-12,71.1683E-12,25.1837E-12,30.9601E-12,39.5801E-12,52.3293E-12,70.7160E-12,24.9642E-12,30.7282E-12,39.3279E-12,52.0454E-12,70.3873E-12,24.7865E-12,30.5406E-12,39.1255E-12,51.8202E-12,70.1248E-12,24.6398E-12,30.3856E-12,38.9586E-12,51.6224E-12,69.9076E-12,24.5168E-12,30.2555E-12,38.8183E-12,51.4643E-12,69.7243E-12,24.4123E-12,30.1446E-12,38.6990E-12,51.3293E-12,69.5675E-12
26.9153E3,26.7203E-12,33.2906E-12,43.1107E-12,57.4131E-12,77.5998E-12,25.8364E-12,31.7051E-12,40.4808E-12,53.4560E-12,72.0978E-12,25.4583E-12,31.2570E-12,39.9130E-12,52.7111E-12,71.1678E-12,25.1801E-12,30.9582E-12,39.5790E-12,52.3286E-12,70.7154E-12,24.9607E-12,30.7262E-12,39.3268E-12,52.0448E-12,70.3868E-12,24.7829E-12,30.5387E-12,39.1243E-12,51.8195E-12,70.1243E-12,24.6362E-12,30.3837E-12,38.9575E-12,51.6217E-12,69.9071E-12,24.5132E-12,30.2535E-12,38.8172E-12,51.4636E-12,69.7238E-12,24.4086E-12,30.1426E-12,38.6979E-12,51.3286E-12,69.5670E-12
27.5423E3,26.7166E-12,33.2885E-12,43.1094E-12,57.4122E-12,77.5989E-12,25.8330E-12,31.7032E-12,40.4797E-12,53.4553E-12,72.0971E-12,25.4548E-12,31.2551E-12,39.9119E-12,52.7104E-12,71.1672E-12,25.1767E-12,30.9563E-12,39.5779E-12,52.3279E-12,70.7149E-12,24.9572E-12,30.7243E-12,39.3257E-12,52.0441E-12,70.3863E-12,24.7794E-12,30.5368E-12,39.1233E-12,51.8188E-12,70.1238E-12,24.6327E-12,30.3817E-12,38.9564E-12,51.6211E-12,69.9066E-12,24.5096E-12,30.2516E-12,38.8161E-12,51.4629E-12,69.7233E-12,24.4051E-12,30.1407E-12,38.6968E-12,51.3280E-12,69.5665E-12
28.1838E3,26.7129E-12,33.2864E-12,43.1082E-12,57.4113E-12,77.5979E-12,25.8296E-12,31.7013E-12,40.4787E-12,53.4546E-12,72.0965E-12,25.4515E-12,31.2532E-12,39.9108E-12,52.7097E-12,71.1667E-12,25.1733E-12,30.9544E-12,39.5768E-12,52.3272E-12,70.7144E-12,24.9538E-12,30.7224E-12,39.3247E-12,52.0434E-12,70.3858E-12,24.7760E-12,30.5349E-12,39.1222E-12,51.8181E-12,70.1233E-12,24.6292E-12,30.3798E-12,38.9553E-12,51.6204E-12,69.9061E-12,24.5062E-12,30.2497E-12,38.8150E-12,51.4623E-12,69.7228E-12,24.4016E-12,30.1388E-12,38.6957E-12,51.3273E-12,69.5660E-12
28.8403E3,26.7093E-12,33.2843E-12,43.1069E-12,57.4104E-12,77.5971E-12,25.8264E-12,31.6995E-12,40.4776E-12,53.4539E-12,72.0960E-12,25.4482E-12,31.2514E-12,39.9098E-12,52.7090E-12,71.1661E-12,25.1700E-12,30.9526E-12,39.5758E-12,52.3266E-12,70.7139E-12,24.9505E-12,30.7206E-12,39.3236E-12,52.0428E-12,70.3853E-12,24.7727E-12,30.5330E-12,39.1212E-12,51.8175E-12,70.1228E-12,24.6259E-12,30.3780E-12,38.9543E-12,51.6197E-12,69.9056E-12,24.5028E-12,30.2478E-12,38.8140E-12,51.4616E-12,69.7223E-12,24.3982E-12,30.1369E-12,38.6947E-12,51.3266E-12,69.5655E-12
29.5121E3,26.7058E-12,33.2823E-12,43.1058E-12,57.4096E-12,77.5962E-12,25.8232E-12,31.6977E-12,40.4766E-12,53.4532E-12,72.0954E-12,25.4450E-12,31.2497E-12,39.9088E-12,52.7084E-12,71.1656E-12,25.1668E-12,30.9508E-12,39.5748E-12,52.3259E-12,70.7134E-12,24.9473E-12,30.7188E-12,39.3226E-12,52.0421E-12,70.3849E-12,24.7694E-12,30.5313E-12,39.1201E-12,51.8168E-12,70.1224E-12,24.6226E-12,30.3762E-12,38.9533E-12,51.6191E-12,69.9052E-12,24.4995E-12,30.2460E-12,38.8130E-12,51.4610E-12,69.7219E-12,24.3949E-12,30.1351E-12,38.6937E-12,51.3260E-12,69.5651E-12
30.1995E3,26.7024E-12,33.2803E-12,43.1046E-12,57.4087E-12,77.5953E-12,25.8201E-12,31.6960E-12,40.4756E-12,53.4526E-12,72.0948E-12,25.4419E-12,31.2480E-12,39.9078E-12,52.7078E-12,71.1651E-12,25.1637E-12,30.9491E-12,39.5738E-12,52.3253E-12,70.7129E-12,24.9441E-12,30.7171E-12,39.3216E-12,52.0415E-12,70.3844E-12,24.7662E-12,30.5295E-12,39.1192E-12,51.8162E-12,70.1219E-12,24.6194E-12,30.3744E-12,38.9523E-12,51.6185E-12,69.9047E-12,24.4963E-12,30.2442E-12,38.8120E-12,51.4604E-12,69.7214E-12,24.3917E-12,30.1333E-12,38.6927E-12,51.3254E-12,69.5646E-12
30.9030E3,26.6991E-12,33.2784E-12,43.1034E-12,57.4079E-12,77.5945E-12,25.8171E-12,31.6943E-12,40.4746E-12,53.4519E-12,72.0943E-12,25.4389E-12,31.2463E-12,39.9069E-12,52.7071E-12,71.1646E-12,25.1606E-12,30.9474E-12,39.5729E-12,52.3247E-12,70.7124E-12,24.9410E-12,30.7154E-12,39.3207E-12,52.0409E-12,70.3839E-12,24.7631E-12,30.5278E-12,39.1182E-12,51.8156E-12,70.1215E-12,24.6162E-12,30.3727E-12,38.9513E-12,51.6179E-12,69.9043E-12,24.4931E-12,30.2425E-12,38.8110E-12,51.4598E-12,69.7210E-12,24.3885E-12,30.1316E-12,38.6917E-12,51.3248E-12,69.5642E-12
31.6228E3,26.6958E-12,33.2765E-12,43.1023E-12,57.4071E-12,77.5937E-12,25.8141E-12,31.6927E-12,40.4737E-12,53.4513E-12,72.0937E-12,25.4359E-12,31.2446E-12,39.9059E-12,52.7065E-12,71.1641E-12,25.1576E-12,30.9458E-12,39.5719E-12,52.3241E-12,70.7120E-12,24.9380E-12,30.7137E-12,39.3197E-12,52.0403E-12,70.3835E-12,24.7600E-12,30.5261E-12,39.1172E-12,51.8150E-12,70.1210E-12,24.6132E-12,30.3710E-12,38.9504E-12,51.6173E-12,69.9038E-12,24.4900E-12,30.2408E-12,38.8101E-12,51.4592E-12,69.7206E-12,24.3854E-12,30.1299E-12,38.6907E-12,51.3242E-12,69.5638E-12
32.3594E3,26.6926E-12,33.2747E-12,43.1012E-12,57.4063E-12,77.5929E-12,25.8112E-12,31.6911E-12,40.4727E-12,53.4507E-12,72.0932E-12,25.4330E-12,31.2430E-12,39.9050E-12,52.7060E-12,71.1637E-12,25.1547E-12,30.9441E-12,39.5710E-12,52.3235E-12,70.7115E-12,24.9350E-12,30.7121E-12,39.3188E-12,52.0397E-12,70.3831E-12,24.7570E-12,30.5245E-12,39.1163E-12,51.8144E-12,70.1206E-12,24.6102E-12,30.3694E-12,38.9494E-12,51.6167E-12,69.9034E-12,24.4870E-12,30.2392E-12,38.8091E-12,51.4586E-12,69.7201E-12,24.3824E-12,30.1282E-12,38.6898E-12,51.3236E-12,69.5634E-12
33.1131E3,26.6895E-12,33.2729E-12,43.1002E-12,57.4056E-12,77.5921E-12,25.8083E-12,31.6895E-12,40.4718E-12,53.4501E-12,72.0927E-12,25.4301E-12,31.2414E-12,39.9041E-12,52.7054E-12,71.1632E-12,25.1518E-12,30.9426E-12,39.5701E-12,52.3230E-12,70.7111E-12,24.9321E-12,30.7105E-12,39.3179E-12,52.0392E-12,70.3826E-12,24.7541E-12,30.5229E-12,39.1154E-12,51.8139E-12,70.1202E-12,24.6072E-12,30.3678E-12,38.9485E-12,51.6162E-12,69.9030E-12,24.4841E-12,30.2376E-12,38.8082E-12,51.4580E-12,69.7197E-12,24.3794E-12,30.1266E-12,38.6889E-12,51.3231E-12,69.5629E-12
33.8844E3,26.6865E-12,33.2712E-12,43.0991E-12,57.4048E-12,77.5914E-12,25.8056E-12,31.6880E-12,40.4709E-12,53.4495E-12,72.0922E-12,25.4274E-12,31.2399E-12,39.9032E-12,52.7048E-12,71.1628E-12,25.1490E-12,30.9410E-12,39.5692E-12,52.3224E-12,70.7107E-12,24.9293E-12,30.7090E-12,39.3170E-12,52.0386E-12,70.3822E-12,24.7513E-12,30.5213E-12,39.1145E-12,51.8133E-12,70.1198E-12,24.6044E-12,30.3662E-12,38.9476E-12,51.6156E-12,69.9026E-12,24.4812E-12,30.2360E-12,38.8073E-12,51.4575E-12,69.7193E-12,24.3765E-12,30.1250E-12,38.6880E-12,51.3225E-12,69.5626E-12
34.6737E3,26.6835E-12,33.2694E-12,43.0981E-12,57.4041E-12,77.5906E-12,25.8029E-12,31.6864E-12,40.4701E-12,53.4489E-12,72.0917E-12,25.4246E-12,31.2384E-12,39.9024E-12,52.7043E-12,71.1623E-12,25.1462E-12,30.9395E-12,39.5684E-12,52.3219E-12,70.7103E-12,24.9265E-12,30.7074E-12,39.3162E-12,52.0381E-12,70.3818E-12,24.7485E-12,30.5198E-12,39.1137E-12,51.8128E-12,70.1194E-12,24.6016E-12,30.3647E-12,38.9468E-12,51.6151E-12,69.9022E-12,24.4784E-12,30.2344E-12,38.8065E-12,51.4569E-12,69.7189E-12,24.3737E-12,30.1235E-12,38.6871E-12,51.3220E-12,69.5622E-12
35.4813E3,26.6806E-12,33.2678E-12,43.0971E-12,57.4034E-12,77.5899E-12,25.8002E-12,31.6850E-12,40.4692E-12,53.4484E-12,72.0912E-12,25.4220E-12,31.2369E-12,39.9015E-12,52.7037E-12,71.1619E-12,25.1436E-12,30.9380E-12,39.5675E-12,52.3213E-12,70.7099E-12,24.9238E-12,30.7060E-12,39.3153E-12,52.0375E-12,70.3814E-12,24.7458E-12,30.5183E-12,39.1128E-12,51.8123E-12,70.1190E-12,24.5988E-12,30.3632E-12,38.9459E-12,51.6145E-12,69.9018E-12,24.4756E-12,30.2329E-12,38.8056E-12,51.4564E-12,69.7186E-12,24.3709E-12,30.1220E-12,38.6863E-12,51.3214E-12,69.5618E-12
36.3078E3,26.6777E-12,33.2661E-12,43.0961E-12,57.4027E-12,77.5892E-12,25.7976E-12,31.6835E-12,40.4684E-12,53.4478E-12,72.0907E-12,25.4194E-12,31.2355E-12,39.9007E-12,52.7032E-12,71.1615E-12,25.1409E-12,30.9366E-12,39.5667E-12,52.3208E-12,70.7095E-12,24.9212E-12,30.7045E-12,39.3145E-12,52.0370E-12,70.3810E-12,24.7431E-12,30.5168E-12,39.1120E-12,51.8118E-12,70.1186E-12,24.5962E-12,30.3617E-12,38.9451E-12,51.6140E-12,69.9015E-12,24.4729E-12,30.2315E-12,38.8048E-12,51.4559E-12,69.7182E-12,24.3682E-12,30.1205E-12,38.6854E-12,51.3209E-12,69.5614E-12
37.1535E3,26.6749E-12,33.2645E-12,43.0952E-12,57.4020E-12,77.5885E-12,25.7951E-12,31.6821E-12,40.4676E-12,53.4473E-12,72.0903E-12,25.4169E-12,31.2341E-12,39.8999E-12,52.7027E-12,71.1611E-12,25.1384E-12,30.9352E-12,39.5659E-12,52.3203E-12,70.7091E-12,24.9186E-12,30.7031E-12,39.3137E-12,52.0365E-12,70.3807E-12,24.7405E-12,30.5154E-12,39.1112E-12,51.8112E-12,70.1183E-12,24.5935E-12,30.3603E-12,38.9443E-12,51.6135E-12,69.9011E-12,24.4703E-12,30.2300E-12,38.8040E-12,51.4554E-12,69.7178E-12,24.3656E-12,30.1191E-12,38.6846E-12,51.3204E-12,69.5611E-12
38.0189E3,26.6722E-12,33.2630E-12,43.0942E-12,57.4013E-12,77.5878E-12,25.7926E-12,31.6808E-12,40.4668E-12,53.4468E-12,72.0898E-12,25.4144E-12,31.2327E-12,39.8991E-12,52.7022E-12,71.1607E-12,25.1359E-12,30.9338E-12,39.5651E-12,52.3198E-12,70.7087E-12,24.9161E-12,30.7017E-12,39.3129E-12,52.0360E-12,70.3803E-12,24.7380E-12,30.5140E-12,39.1104E-12,51.8108E-12,70.1179E-12,24.5910E-12,30.3589E-12,38.9435E-12,51.6130E-12,69.9007E-12,24.4677E-12,30.2286E-12,38.8032E-12,51.4549E-12,69.7175E-12,24.3630E-12,30.1176E-12,38.6838E-12,51.3199E-12,69.5607E-12
38.9045E3,26.6696E-12,33.2615E-12,43.0933E-12,57.4007E-12,77.5872E-12,25.7902E-12,31.6794E-12,40.4660E-12,53.4463E-12,72.0894E-12,25.4119E-12,31.2314E-12,39.8984E-12,52.7017E-12,71.1603E-12,25.1334E-12,30.9325E-12,39.5644E-12,52.3193E-12,70.7083E-12,24.9136E-12,30.7004E-12,39.3122E-12,52.0356E-12,70.3799E-12,24.7355E-12,30.5127E-12,39.1096E-12,51.8103E-12,70.1175E-12,24.5885E-12,30.3575E-12,38.9427E-12,51.6126E-12,69.9004E-12,24.4652E-12,30.2273E-12,38.8024E-12,51.4544E-12,69.7171E-12,24.3605E-12,30.1163E-12,38.6831E-12,51.3195E-12,69.5604E-12
39.8107E3,26.6670E-12,33.2600E-12,43.0924E-12,57.4001E-12,77.5865E-12,25.7878E-12,31.6781E-12,40.4653E-12,53.4458E-12,72.0890E-12,25.4096E-12,31.2301E-12,39.8976E-12,52.7012E-12,71.1599E-12,25.1310E-12,30.9311E-12,39.5636E-12,52.3189E-12,70.7080E-12,24.9112E-12,30.6990E-12,39.3114E-12,52.0351E-12,70.3796E-12,24.7331E-12,30.5113E-12,39.1089E-12,51.8098E-12,70.1172E-12,24.5860E-12,30.3562E-12,38.9420E-12,51.6121E-12,69.9000E-12,24.4628E-12,30.2259E-12,38.8016E-12,51.4540E-12,69.7168E-12,24.3580E-12,30.1149E-12,38.6823E-12,51.3190E-12,69.5600E-12
40.7380E3,26.6644E-12,33.2585E-12,43.0916E-12,57.3994E-12,77.5859E-12,25.7855E-12,31.6768E-12,40.4645E-12,53.4453E-12,72.0886E-12,25.4073E-12,31.2288E-12,39.8969E-12,52.7008E-12,71.1595E-12,25.1287E-12,30.9299E-12,39.5629E-12,52.3184E-12,70.7076E-12,24.9088E-12,30.6977E-12,39.3107E-12,52.0346E-12,70.3792E-12,24.7307E-12,30.5100E-12,39.1081E-12,51.8093E-12,70.1168E-12,24.5837E-12,30.3549E-12,38.9412E-12,51.6116E-12,69.8997E-12,24.4604E-12,30.2246E-12,38.8009E-12,51.4535E-12,69.7164E-12,24.3556E-12,30.1136E-12,38.6816E-12,51.3185E-12,69.5597E-12
41.6869E3,26.6620E-12,33.2571E-12,43.0907E-12,57.3988E-12,77.5853E-12,25.7833E-12,31.6756E-12,40.4638E-12,53.4448E-12,72.0882E-12,25.4050E-12,31.2276E-12,39.8962E-12,52.7003E-12,71.1592E-12,25.1264E-12,30.9286E-12,39.5622E-12,52.3180E-12,70.7073E-12,24.9065E-12,30.6965E-12,39.3100E-12,52.0342E-12,70.3789E-12,24.7284E-12,30.5088E-12,39.1074E-12,51.8089E-12,70.1165E-12,24.5813E-12,30.3536E-12,38.9405E-12,51.6112E-12,69.8994E-12,24.4580E-12,30.2233E-12,38.8002E-12,51.4530E-12,69.7161E-12,24.3533E-12,30.1123E-12,38.6808E-12,51.3181E-12,69.5594E-12
